,t_tweets_today,t_retweets_today,t_replies_today,t_likes_today,t_quotes_today,t_unique_tweeters_today,t_unique_verified_tweeters_today,t_followers_today,t_sent_str_pos_today,t_sent_weak_pos_today,t_sent_neutral_today,t_sent_weak_neg_today,t_sent_str_neg_today,t_tweets_ytd,t_retweets_ytd,t_replies_ytd,t_likes_ytd,t_quotes_ytd,t_unique_tweeters_ytd,t_unique_verified_tweeters_ytd,t_followers_ytd,t_sent_str_pos_ytd,t_sent_weak_pos_ytd,t_sent_neutral_ytd,t_sent_weak_neg_ytd,t_sent_str_neg_ytd,t_tweets_%_change_day,t_retweets_%_change_day,t_replies_%_change_day,t_likes_%_change_day,t_quotes_%_change_day,t_unique_tweeters_%_change_day,t_unique_verified_tweeters_%_change_day,t_followers_%_change_day,t_sent_str_pos_%_change_day,t_sent_weak_pos_%_change_day,t_sent_neutral_%_change_day,t_sent_weak_neg_%_change_day,t_sent_str_neg_%_change_day,one_day_volume_today,one_day_volume_ytd,one_day_volume_%_change_day,one_day_change_today,one_day_change_ytd,one_day_change_%_change_day,one_day_sales_today,one_day_sales_ytd,one_day_sales_%_change_day,one_day_average_price_today,one_day_average_price_ytd,one_day_average_price_%_change_day,seven_day_volume_today,seven_day_volume_ytd,seven_day_volume_%_change_day,seven_day_change_today,seven_day_change_ytd,seven_day_change_%_change_day,seven_day_sales_today,seven_day_sales_ytd,seven_day_sales_%_change_day,seven_day_average_price_today,seven_day_average_price_ytd,seven_day_average_price_%_change_day,thirty_day_volume_today,thirty_day_volume_ytd,thirty_day_volume_%_change_day,thirty_day_change_today,thirty_day_change_ytd,thirty_day_change_%_change_day,thirty_day_sales_today,thirty_day_sales_ytd,thirty_day_sales_%_change_day,thirty_day_average_price_today,thirty_day_average_price_ytd,thirty_day_average_price_%_change_day,total_volume_today,total_volume_ytd,total_volume_%_change_day,total_sales_today,total_sales_ytd,total_sales_%_change_day,total_supply_today,total_supply_ytd,total_supply_%_change_day,count_today,count_ytd,count_%_change_day,num_owners_today,num_owners_ytd,num_owners_%_change_day,average_price_today,average_price_ytd,average_price_%_change_day,num_reports_today,num_reports_ytd,num_reports_%_change_day,market_cap_today,market_cap_ytd,market_cap_%_change_day,floor_price_today,floor_price_ytd,floor_price_%_change_day,next_day_average_price,g_nft_today,g_nft_ytd,g_nft_%_change_day,g_ethereum_today,g_ethereum_ytd,g_ethereum_%_change_day,g_recession_today,g_recession_ytd,g_recession_%_change_day,g_bitcoin_today,g_bitcoin_ytd,g_bitcoin_%_change_day,g_gold_today,g_gold_ytd,g_gold_%_change_day,g_fixed deposit_today,g_fixed deposit_ytd,g_fixed deposit_%_change_day,g_opensea_today,g_opensea_ytd,g_opensea_%_change_day,one_day_volume,one_day_change,one_day_sales,one_day_average_price,seven_day_volume,seven_day_change,seven_day_sales,seven_day_average_price,thirty_day_volume,thirty_day_change,thirty_day_sales,thirty_day_average_price,total_volume,total_sales,total_supply,count,num_owners,average_price,num_reports,market_cap,floor_price
webaverse-genesis-pass_2022-08-10,178,33,46,275,23,56,0,542411,23,61,76,11,7,115,3629,3664,3853,23,48,0,569170,15,35,56,5,4,177.0,32.0,45.0,274.0,22.0,55.0,0.0,542410.0,22.0,60.0,75.0,10.0,6.0,445.7453219382578,355.082756639,0.25532798651620014,0.8924027765599886,-0.0506377812933248,-18.623259822357724,660.0,518.0,0.27413127413127414,0.6753716999064512,0.6854879471795366,-0.014757731794861029,2934.092953082368,2689.2200414341123,0.09105722398144452,0.0,0.0,0.0,5543.0,5158.0,0.07464133385032959,0.5293330241894945,0.5213687556095603,0.015275692097472733,2934.092953082368,2689.2200414341123,0.09105722398144452,0.0,0.0,0.0,5543.0,5158.0,0.07464133385032959,0.5293330241894945,0.5213687556095603,0.015275692097472733,2934.092953082368,2689.2200414341123,0.09105722398144452,5543.0,5158.0,0.07464133385032959,12130.0,12130.0,0.0,12130.0,12130.0,0.0,3182,3453,-0.07848247900376484,0.5293330241894945,0.5213687556095603,0.015275692097472733,2,2,0.0,6420.809583418568,6324.203005543967,0.015275692097472622,0.588,0.719,-0.18219749652294856,0.4499440057798166,96.04,100.0,-0.03959999999999994,65.61,53.29,0.23118784012009758,9.61,14.44,-0.3344875346260388,88.36,77.44,0.1410123966942149,82.81,84.64,-0.021620982986767467,53.29,51.84,0.027970679012345595,90.25,81.0,0.11419753086419752,355.082756639,-0.0506377812933248,518.0,0.6854879471795366,2689.2200414341123,0.0,5158.0,0.5213687556095603,2689.2200414341123,0.0,5158.0,0.5213687556095603,2689.2200414341123,5158.0,12130.0,12130.0,3453,0.5213687556095603,2,6324.203005543967,0.719
mirage-gallery-curated_2022-08-10,10,11,5,42,1,10,0,35727,4,0,5,1,0,5,151,7,167,0,5,0,243687,1,2,2,0,0,9.0,10.0,4.0,41.0,1.0,9.0,0.0,35726.0,3.0,-1.0,4.0,1.0,0.0,15.65159,14.673999999999998,0.066620553359684,1.5195734063103676,0.3477717770674895,3.36945579403781,50.0,26.0,0.9230769230769231,0.3130318,0.5643846153846153,-0.44535731225296427,572.1289885206876,566.2843985206881,0.010320944767801068,253.84587461945995,251.242493773135,0.010362024382211869,897.0,863.0,0.039397450753186555,0.6378249593318702,0.6561812265593141,-0.027974386472004016,577.0392885206876,571.3446985206881,0.009966995431556096,1486.2529923984837,2399.708847097307,-0.38065278452581514,917.0,884.0,0.03733031674208145,0.6292685807204881,0.6463175322632219,-0.026378599823887117,580.0190285206876,574.1744385206881,0.010179119110661845,972.0,938.0,0.03624733475479744,2993.0,2992.0,0.00033422459893048126,2993.0,2992.0,0.00033422459893048126,794,806,-0.01488833746898263,0.5967273955974152,0.6121262670796248,-0.025156364479628792,1,1,0.0,1909.0101032802877,1963.294229865468,-0.027649511601172495,0.06,0.04499,0.33362969548788607,0.6786519999999999,96.04,100.0,-0.03959999999999994,65.61,53.29,0.23118784012009758,9.61,14.44,-0.3344875346260388,88.36,77.44,0.1410123966942149,82.81,84.64,-0.021620982986767467,53.29,51.84,0.027970679012345595,90.25,81.0,0.11419753086419752,14.673999999999998,0.3477717770674895,26.0,0.5643846153846153,566.2843985206881,251.242493773135,863.0,0.6561812265593141,571.3446985206881,2399.708847097307,884.0,0.6463175322632219,574.1744385206881,938.0,2992.0,2992.0,806,0.6121262670796248,1,1963.294229865468,0.04499
8liens_2022-08-10,884,1051,905,4844,149,373,3,2367963,125,247,411,79,22,1224,77,88,392,28,273,0,575330,201,43,961,8,11,883.0,1050.0,904.0,4843.0,148.0,372.0,1.0,2367962.0,124.0,246.0,410.0,78.0,21.0,115.6783384455554,204.42393943555533,-0.4341252851062338,-0.7804977967286225,-0.4497072050649148,0.7355688055208243,571.0,882.0,-0.3526077097505669,0.2025890340552634,0.2317731739632146,-0.12591681517285122,642.6814241619209,575.9060691619189,0.1159483439672307,0.0,0.0,0.0,3166.0,2816.0,0.12428977272727272,0.2029947644225903,0.2045120984239768,-0.007419287235716028,642.6814241619209,575.9060691619189,0.1159483439672307,0.0,0.0,0.0,3166.0,2816.0,0.12428977272727272,0.2029947644225903,0.2045120984239768,-0.007419287235716028,642.6814241619209,575.9060691619189,0.1159483439672307,3166.0,2816.0,0.12428977272727272,5228.0,5116.0,0.0218921032056294,5228.0,5116.0,0.0218921032056294,1609,1666,-0.034213685474189674,0.2029947644225903,0.2045120984239768,-0.007419287235716028,1,1,0.0,1061.256628401302,1046.2838955370655,0.014310392168036534,0.213,0.203,0.04926108374384227,0.5809429216009349,96.04,100.0,-0.03959999999999994,65.61,53.29,0.23118784012009758,9.61,14.44,-0.3344875346260388,88.36,77.44,0.1410123966942149,82.81,84.64,-0.021620982986767467,53.29,51.84,0.027970679012345595,90.25,81.0,0.11419753086419752,204.42393943555533,-0.4497072050649148,882.0,0.2317731739632146,575.9060691619189,0.0,2816.0,0.2045120984239768,575.9060691619189,0.0,2816.0,0.2045120984239768,575.9060691619189,2816.0,5116.0,5116.0,1666,0.2045120984239768,1,1046.2838955370655,0.203
ledger-market-pass-genesis-edition_2022-08-10,6,102,23,260,0,6,0,88832,2,2,2,0,0,5,1,2,12,2,5,1,527848,1,0,4,0,0,5.0,101.0,22.0,259.0,-1.0,5.0,-1.0,88831.0,1.0,1.0,1.0,0.0,0.0,49.86347001999999,30.14462,0.6541416020503821,0.577982880158799,-0.4104701199436134,-2.4080997667703485,89.0,53.0,0.6792452830188679,0.5602637080898875,0.5687664150943397,-0.014949383048649057,547.8862509089897,590.545200788991,-0.07223655331210428,-0.1593582516165673,-0.29312742738252,-0.4563516179991887,876.0,956.0,-0.08368200836820083,0.6254409256951937,0.6177251054278149,0.012490702093182884,3654.456452380318,3619.857102360316,0.009558208802618652,0.0,0.0,0.0,7071.0,7008.0,0.00898972602739726,0.5168231441635296,0.5165321207705931,0.0005634178035285631,3654.456452380318,3619.857102360316,0.009558208802618652,7071.0,7008.0,0.00898972602739726,10000.0,10000.0,0.0,10000.0,10000.0,0.0,7803,7796,0.0008978963571062083,0.5168231441635296,0.5165321207705931,0.0005634178035285631,1,1,0.0,6254.409256951937,6177.251054278148,0.012490702093182968,0.525,0.5889,-0.10850738665308195,0.5022614754098361,96.04,100.0,-0.03959999999999994,65.61,53.29,0.23118784012009758,9.61,14.44,-0.3344875346260388,88.36,77.44,0.1410123966942149,82.81,84.64,-0.021620982986767467,53.29,51.84,0.027970679012345595,90.25,81.0,0.11419753086419752,30.14462,-0.4104701199436134,53.0,0.5687664150943397,590.545200788991,-0.29312742738252,956.0,0.6177251054278149,3619.857102360316,0.0,7008.0,0.5165321207705931,3619.857102360316,7008.0,10000.0,10000.0,7796,0.5165321207705931,1,6177.251054278148,0.5889
decentraland_2022-08-10,2494,6202,2345,17603,376,1384,14,8176685,468,493,1379,124,30,1836,2133,1713,6318,309,1167,10,4330411,396,350,970,93,27,2493.0,6201.0,2344.0,17602.0,375.0,1383.0,13.0,8176684.0,467.0,492.0,1378.0,123.0,29.0,39.57737199999999,34.70538359,0.1403813445071331,-0.7101066244460833,-0.7586561669971369,-0.0639941315487083,12.0,10.0,0.2,3.2981143333333325,3.470538359,-0.04968221291072247,326.0389129400001,314.8489478799999,0.03554074147411502,1.0095940069753295,0.509048588437689,0.9832959562344622,72.0,65.0,0.1076923076923077,4.528318235277779,4.843829967384614,-0.06513683061364611,1227.4638476733992,1267.2850441267,-0.03142244646368578,-0.1205746605349768,-0.1100176389984404,0.09595753583374075,264.0,264.0,0.0,4.649484271490149,4.800322136843561,-0.0314224464636857,184794.2277692503,192076.65751849388,-0.037914184072795995,20667.0,20659.0,0.0003872404279006728,97698.0,97696.0,2.047166721257779e-05,97698.0,97696.0,2.047166721257779e-05,7491,7490,0.0001335113484646195,8.94151196444817,9.29748088089907,-0.0382865983819563,1,1,0.0,442407.6349501685,473222.8124936072,-0.06511769240595311,1.79333946,1.85,-0.030627318918918907,3.3295268460000003,96.04,100.0,-0.03959999999999994,65.61,53.29,0.23118784012009758,9.61,14.44,-0.3344875346260388,88.36,77.44,0.1410123966942149,82.81,84.64,-0.021620982986767467,53.29,51.84,0.027970679012345595,90.25,81.0,0.11419753086419752,34.70538359,-0.7586561669971369,10.0,3.470538359,314.8489478799999,0.509048588437689,65.0,4.843829967384614,1267.2850441267,-0.1100176389984404,264.0,4.800322136843561,192076.65751849388,20659.0,97696.0,97696.0,7490,9.29748088089907,1,473222.8124936072,1.85
meebits_2022-08-10,3002,177,286,973,27,1932,1,639655,944,860,1185,9,4,291,117,510,1504,48,190,2,590834,73,19,185,12,2,3001.0,176.0,285.0,972.0,26.0,1931.0,0.0,639654.0,943.0,859.0,1184.0,8.0,3.0,28.2542,62.1523,-0.5454037903665673,-0.5479494354607751,1.718061612049527,-1.3189346829111153,6.0,9.0,-0.3333333333333333,4.709033333333333,6.905811111111111,-0.31810568554985097,344.9086161275661,443.544416127566,-0.22238088546160767,-0.696362451785375,-0.5670470006944112,0.22805067469293186,61.0,77.0,-0.2077922077922078,5.654239608648625,5.760317092565792,-0.01841521607448821,2720.6414297454057,3255.072783565915,-0.16418414866749692,-0.0988689761095233,0.3110222603493245,-1.3178839225156382,436.0,497.0,-0.1227364185110664,6.240003279232582,6.549442220454558,-0.047246609834279855,126391.28153759152,126421.71388984514,-0.00024072092773659757,22801.0,22796.0,0.00021933672574135814,20000.0,20000.0,0.0,20000.0,20000.0,0.0,6543,6545,-0.00030557677616501144,5.543234136116465,5.545784957441882,-0.00045995676806651097,1,1,0.0,113084.79217297248,115206.34185131584,-0.01841521607448845,4.6976,4.89,-0.039345603271983484,4.362623421,96.04,100.0,-0.03959999999999994,65.61,53.29,0.23118784012009758,9.61,14.44,-0.3344875346260388,88.36,77.44,0.1410123966942149,82.81,84.64,-0.021620982986767467,53.29,51.84,0.027970679012345595,90.25,81.0,0.11419753086419752,62.1523,1.718061612049527,9.0,6.905811111111111,443.544416127566,-0.5670470006944112,77.0,5.760317092565792,3255.072783565915,0.3110222603493245,497.0,6.549442220454558,126421.71388984514,22796.0,20000.0,20000.0,6545,5.545784957441882,1,115206.34185131584,4.89
goblintownwtf_2022-08-11,48,60,49,276,4,48,0,444804,15,12,12,5,4,92,73,40,561,5,88,0,314886,9,11,21,48,3,47.0,59.0,48.0,275.0,3.0,47.0,0.0,444803.0,14.0,11.0,11.0,4.0,3.0,91.67931000000004,168.9928999999999,-0.45749608415501425,-0.1870765659401313,1.2175334218634346,-1.1536520990559838,60.0,90.0,-0.3333333333333333,1.5279885000000006,1.877698888888888,-0.18624412623252143,601.2277449000001,634.8500348999999,-0.0529609957496433,-0.186689639097855,-0.2029775020079713,-0.08024467120241063,324.0,321.0,0.009345794392523364,1.855641187962963,1.9777259654205603,-0.06172987541862815,3317.744834928193,4071.027734928196,-0.18503506953221216,-0.6430180979634345,-0.5544509883518118,0.15973839252212635,1279.0,1408.0,-0.09161931818181818,2.5940147262925675,2.891354925375139,-0.10283766841388145,46674.37502985194,46564.71431985193,0.0023550173474005853,29364.0,29293.0,0.0024237872529273203,9999.0,9999.0,0.0,9999.0,9999.0,0.0,4489,4502,-0.0028876055086628164,1.5895101154424445,1.5896191690797097,-6.860362493511319e-05,3,1,2.0,18554.55623844167,19775.281928240183,-0.061729875418628066,1.45,1.678,-0.13587604290822408,1.7711849297471272,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,168.9928999999999,1.2175334218634346,90.0,1.877698888888888,634.8500348999999,-0.2029775020079713,321.0,1.9777259654205603,4071.027734928196,-0.5544509883518118,1408.0,2.891354925375139,46564.71431985193,29293.0,9999.0,9999.0,4502,1.5896191690797097,1,19775.281928240183,1.678
clonex_2022-08-11,359,5868,2826,8159,72,217,2,1184881,72,65,190,24,8,716,6384,6145,8882,89,517,1,1073382,99,79,504,25,9,358.0,5867.0,2825.0,8158.0,71.0,216.0,1.0,1184880.0,71.0,64.0,189.0,23.0,7.0,213.3924,223.371,-0.04467276414574855,-0.0539900962446412,1.1659147038546458,-1.046307072092104,21.0,21.0,0.0,10.161542857142855,10.636714285714286,-0.04467276414574872,913.1923000000002,888.3059000000002,0.028015574364641704,0.032800806479277,0.0921942417746577,-0.6442206601205188,93.0,89.0,0.0449438202247191,9.819272043010754,9.980965168539328,-0.016200149263945078,4766.618819978998,4742.298519979,0.005128378126669529,-0.5906768529380981,-0.6043987271554471,-0.02270334731168249,442.0,435.0,0.016091954022988506,10.784205475065605,10.901835678112644,-0.01078994460384339,224268.76944952144,224034.18704952172,0.0010470830505340217,18143.0,18120.0,0.0012693156732891833,19357.0,19357.0,0.0,19357.0,19357.0,0.0,9481,9476,0.000527648796960743,12.361173424986024,12.3639176075895,-0.0002219508970029704,1,1,0.0,190071.6489365592,193201.54276741575,-0.016200149263944752,8.0,8.41,-0.04875148632580263,8.026,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,223.371,1.1659147038546458,21.0,10.636714285714286,888.3059000000002,0.0921942417746577,89.0,9.980965168539328,4742.298519979,-0.6043987271554471,435.0,10.901835678112644,224034.18704952172,18120.0,19357.0,19357.0,9476,12.3639176075895,1,193201.54276741575,8.41
subwayrats_2022-08-11,6,0,1,5,0,6,0,927,1,0,3,1,1,9,2,5,12,0,9,0,3705,2,3,2,2,0,5.0,-1.0,0.0,4.0,0.0,5.0,0.0,926.0,0.0,-1.0,2.0,0.0,1.0,3.89996194444444,2.6549049887888803,0.4689647881612262,0.5777662099765104,-0.2873367724598601,-3.0107632066383783,233.0,166.0,0.4036144578313253,0.016738034096328,0.0159934035469209,0.04655860444104518,130.10257993212008,189.40517004556503,-0.3130991096978957,-0.7453791976918202,-0.576825818536589,0.2922084513880676,3101.0,3896.0,-0.20405544147843943,0.0419550402876878,0.0486152900527631,-0.13699907493808633,641.0686076592935,636.9872257148506,0.006407321496695059,0.0,0.0,0.0,12742.0,12495.0,0.019767907162865146,0.0503114587709381,0.05097936980511,-0.013101594561197428,641.0686076592935,636.9872257148506,0.006407321496695059,12742.0,12495.0,0.019767907162865146,10000.0,10000.0,0.0,10000.0,10000.0,0.0,3373,3361,0.0035703659625111574,0.0503114587709381,0.05097936980511,-0.013101594561197428,1,1,0.0,419.5504028768787,486.1529005276311,-0.1369990749380852,0.015,0.01,0.4999999999999999,0.0199633084388185,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,2.6549049887888803,-0.2873367724598601,166.0,0.0159934035469209,189.40517004556503,-0.576825818536589,3896.0,0.0486152900527631,636.9872257148506,0.0,12495.0,0.05097936980511,636.9872257148506,12495.0,10000.0,10000.0,3361,0.05097936980511,1,486.1529005276311,0.01
moonbirds-oddities_2022-08-11,39,10,13,74,4,33,1,906290,13,5,17,4,0,58,8,27,97,2,46,0,113107,13,9,27,7,2,38.0,9.0,12.0,73.0,3.0,32.0,1.0,906289.0,12.0,4.0,16.0,3.0,-1.0,62.32669900000002,82.66180000000003,-0.2460036074704398,-0.2688238385672743,0.7768821191426619,-1.3460291232651076,70.0,103.0,-0.32038834951456313,0.8903814142857146,0.8025417475728158,0.10945183472206715,392.4107489900005,372.8193499800003,0.052549308427932116,0.1442965020384038,-0.1090690228936565,-2.322983356870213,403.0,370.0,0.0891891891891892,0.9737239429032272,1.0076198648108117,-0.03363959275847417,6204.8307184502855,6278.897719450288,-0.01179617893289822,0.7554911678173087,0.8097416522191204,-0.06699727530766962,2929.0,2889.0,0.013845621322256836,2.1184126727382333,2.1733810036172683,-0.02529162203384882,14619.291362000216,14543.217463000214,0.005230885063332399,5568.0,5484.0,0.015317286652078774,10000.0,10000.0,0.0,10000.0,10000.0,0.0,6192,6214,-0.003540392661731574,2.6255911210488896,2.6519360800510965,-0.009934236047536748,1,1,0.0,9737.23942903227,10076.198648108117,-0.033639592758474335,0.9369,0.738,0.2695121951219512,0.945084444444,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,82.66180000000003,0.7768821191426619,103.0,0.8025417475728158,372.8193499800003,-0.1090690228936565,370.0,1.0076198648108117,6278.897719450288,0.8097416522191204,2889.0,2.1733810036172683,14543.217463000214,5484.0,10000.0,10000.0,6214,2.6519360800510965,1,10076.198648108117,0.738
women-ape-yacht-club_2022-08-11,440,1,1,12,58,439,0,177892,437,1,2,0,0,2828,3864,1614,647,507,2806,0,972794,2820,0,8,0,0,439.0,0.0,0.0,11.0,57.0,438.0,0.0,177891.0,436.0,1.0,1.0,0.0,0.0,1.8938965284645537,7.453336198999994,-0.7458994901211278,-0.6266629184707729,-0.9597837849826576,-0.347079073145525,56.0,162.0,-0.654320987654321,0.0338195808654384,0.0460082481419752,-0.2649235249932626,474.2737756274647,471.7978790990002,0.005247790713245144,0.0,0.0,0.0,811.0,745.0,0.08859060402684564,0.5848012029931746,0.6332857437570473,-0.07656029089843712,474.2737756274647,471.7978790990002,0.005247790713245144,0.0,0.0,0.0,811.0,745.0,0.08859060402684564,0.5848012029931746,0.6332857437570473,-0.07656029089843712,474.2737756274647,471.7978790990002,0.005247790713245144,811.0,745.0,0.08859060402684564,2089.0,2048.0,0.02001953125,2089.0,2048.0,0.02001953125,640,641,-0.0015600624024961,0.5848012029931746,0.6332857437570473,-0.07656029089843712,1,1,0.0,1221.6497130527418,1296.9692032144328,-0.05807346078458742,0.0223,0.035,-0.36285714285714293,0.0191255555555555,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,7.453336198999994,-0.9597837849826576,162.0,0.0460082481419752,471.7978790990002,0.0,745.0,0.6332857437570473,471.7978790990002,0.0,745.0,0.6332857437570473,471.7978790990002,745.0,2048.0,2048.0,641,0.6332857437570473,1,1296.9692032144328,0.035
MV3_2022-08-11,172,21,60,235,8,67,0,57006,11,19,124,13,5,179,261,146,1021,17,65,0,126009,23,12,137,6,1,171.0,20.0,59.0,234.0,7.0,66.0,0.0,57005.0,10.0,18.0,123.0,12.0,4.0,34.77618900000001,34.33808990000001,0.012758400402463918,0.0834574588345654,-0.7035001662788266,-1.118631754241104,114.0,126.0,-0.09523809523809523,0.3050542894736843,0.2725245230158731,0.11936454781324948,384.66244778899886,348.556377788999,0.10358746045340457,7.488958416969599,7.013311804200694,0.06782054271193402,1199.0,1073.0,0.11742777260018639,0.3208193893152617,0.3248428497567558,-0.012385867334025939,496.2228047768886,457.4567357768885,0.0847425908685432,2.0906648322231,1.7828516797294591,0.1726521370192446,1472.0,1337.0,0.10097232610321616,0.3371078836799515,0.342151634836865,-0.014741274462471414,1875.112443302937,1832.0933743029384,0.023480827780607068,2881.0,2737.0,0.052612349287541105,6501.0,6501.0,0.0,6501.0,6501.0,0.0,2822,2858,-0.012596221133659902,0.6508547182585689,0.6693801148348332,-0.027675451011620434,1,1,0.0,2085.646849938517,2111.8033662686694,-0.01238586733402564,0.3275,0.2773,0.1810313739632168,0.3472093642857143,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,34.33808990000001,-0.7035001662788266,126.0,0.2725245230158731,348.556377788999,7.013311804200694,1073.0,0.3248428497567558,457.4567357768885,1.7828516797294591,1337.0,0.342151634836865,1832.0933743029384,2737.0,6501.0,6501.0,2858,0.6693801148348332,1,2111.8033662686694,0.2773
boredapeyachtclub_2022-08-11,4279,8570,4855,26922,1192,1951,9,8844290,1012,671,1778,692,126,3580,10281,9499,29764,1360,1918,12,7146568,894,718,1568,293,107,4278.0,8569.0,4854.0,26921.0,1191.0,1950.0,8.0,8844289.0,1011.0,670.0,1777.0,691.0,125.0,238.88,85.0,1.8103529411764705,0.1126740882202245,-0.8385267561165115,-1.1343714883256137,2.0,1.0,1.0,119.44,85.0,0.40517647058823525,2565.65301,2615.49301,-0.019055680825543535,-0.0339782470899675,-0.0088537130828426,2.8377398015995277,28.0,30.0,-0.06666666666666667,91.63046464285716,87.18310033333334,0.051011770544060676,13055.177078650002,13281.113766470004,-0.01701187805426454,-0.6440102701205008,-0.6459807778319551,-0.003050412301845374,136.0,138.0,-0.014492753623188406,95.9939491077206,96.2399548294928,-0.002556170378592261,646879.5853105147,646575.1872103465,0.00047078531033883204,26905.0,26902.0,0.00011151587242584194,10000.0,10000.0,0.0,10000.0,10000.0,0.0,6446,6444,0.00031036623215394165,24.043099249600992,24.034465363554624,0.000359229378135477,2,2,0.0,916304.6464285714,871831.0033333334,0.05101177054406046,84.0,84.0,0.0,80.0,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,85.0,-0.8385267561165115,1.0,85.0,2615.49301,-0.0088537130828426,30.0,87.18310033333334,13281.113766470004,-0.6459807778319551,138.0,96.2399548294928,646575.1872103465,26902.0,10000.0,10000.0,6444,24.034465363554624,2,871831.0033333334,84.0
bored-and-dangerous_2022-08-11,13,8,5,42,4,13,0,16248,1,0,2,3,7,15,117,67,580,7,13,1,110359,2,2,3,4,4,12.0,7.0,4.0,41.0,3.0,12.0,-1.0,16247.0,0.0,-1.0,1.0,2.0,6.0,26.082199900000003,28.134018,-0.07293014812175062,-0.0830951597343423,0.8348791161489348,-1.0995295703617995,51.0,51.0,0.0,0.5114156843137255,0.5516474117647059,-0.07293014812175062,291.0874240937037,302.3131241937025,-0.03713269190657464,1.6234514453341555,2.344541588229645,-0.30756125057264694,514.0,550.0,-0.06545454545454546,0.5663179457075947,0.5496602258067319,0.030305485313976362,1220.1534157434871,1657.3904716021327,-0.2638105282673588,1.620333401204149,0.0,1.0,2985.0,4422.0,-0.324966078697422,0.408761613314401,0.3748056245142769,0.09059626264714882,1685.8015715021331,1657.3904716021327,0.01714206783905095,4477.0,4422.0,0.012437810945273632,14787.0,14787.0,0.0,14787.0,14787.0,0.0,3781,3789,-0.002111375032990235,0.3765471457453949,0.3748056245142769,0.0046464650400454294,1,1,0.0,8374.143463178203,8127.825759004145,0.030305485313976283,0.555,0.55,0.009090909090909097,0.4754441025641024,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,28.134018,0.8348791161489348,51.0,0.5516474117647059,302.3131241937025,2.344541588229645,550.0,0.5496602258067319,1657.3904716021327,0.0,4422.0,0.3748056245142769,1657.3904716021327,4422.0,14787.0,14787.0,3789,0.3748056245142769,1,8127.825759004145,0.55
